# KaDE -l 6 --count Occurrences ode.4.12.2.ka --output ode.4.12.2 --output-plot ../data/ode.4.12.2.data
# [T] mono dimer q1 q2 
5.260000 1.500000 2.250000 0.999904 1.999808 
5.270000 1.500000 2.250000 0.999906 1.999812 
5.280000 1.500000 2.250000 0.999908 1.999816 
5.290000 1.500000 2.250000 0.999910 1.999819 
5.300000 1.500000 2.250000 0.999911 1.999823 
5.310000 1.500000 2.250000 0.999913 1.999826 
5.320000 1.500000 2.250000 0.999915 1.999830 
5.330000 1.500000 2.250000 0.999917 1.999833 
5.340000 1.500000 2.250000 0.999918 1.999836 
5.350000 1.500000 2.250000 0.999920 1.999840 
5.360000 1.500000 2.250000 0.999921 1.999843 
5.370000 1.500000 2.250000 0.999923 1.999846 
5.380000 1.500000 2.250000 0.999925 1.999849 
5.390000 1.500000 2.250000 0.999926 1.999852 
5.400000 1.500000 2.250000 0.999927 1.999855 
5.410000 1.500000 2.250000 0.999929 1.999858 
5.420000 1.500000 2.250000 0.999930 1.999861 
5.430000 1.500000 2.250000 0.999932 1.999863 
5.440000 1.500000 2.250000 0.999933 1.999866 
5.450000 1.500000 2.250000 0.999934 1.999869 
5.460000 1.500000 2.250000 0.999936 1.999871 
5.470000 1.500000 2.250000 0.999937 1.999874 
5.480000 1.500000 2.250000 0.999938 1.999876 
5.490000 1.500000 2.250000 0.999939 1.999879 
5.500000 1.500000 2.250000 0.999941 1.999881 
5.510000 1.500000 2.250000 0.999942 1.999884 
5.520000 1.500000 2.250000 0.999943 1.999886 
5.530000 1.500000 2.250000 0.999944 1.999888 
5.540000 1.500000 2.250000 0.999945 1.999890 
5.550000 1.500000 2.250000 0.999946 1.999893 
5.560000 1.500000 2.250000 0.999947 1.999895 
5.570000 1.500000 2.250000 0.999948 1.999897 
5.580000 1.500000 2.250000 0.999949 1.999899 
5.590000 1.500000 2.250000 0.999950 1.999901 
5.600000 1.500000 2.250000 0.999951 1.999903 
5.610000 1.500000 2.250000 0.999952 1.999905 
5.620000 1.500000 2.250000 0.999953 1.999907 
5.630000 1.500000 2.250000 0.999954 1.999908 
5.640000 1.500000 2.250000 0.999955 1.999910 
5.650000 1.500000 2.250000 0.999956 1.999912 
5.660000 1.500000 2.250000 0.999957 1.999914 
5.670000 1.500000 2.250000 0.999958 1.999915 
5.680000 1.500000 2.250000 0.999959 1.999917 
5.690000 1.500000 2.250000 0.999959 1.999919 
5.700000 1.500000 2.250000 0.999960 1.999920 
5.710000 1.500000 2.250000 0.999961 1.999922 
5.720000 1.500000 2.250000 0.999962 1.999924 
5.730000 1.500000 2.250000 0.999963 1.999925 
5.740000 1.500000 2.250000 0.999963 1.999927 
5.750000 1.500000 2.250000 0.999964 1.999928 
5.760000 1.500000 2.250000 0.999965 1.999929 
5.770000 1.500000 2.250000 0.999965 1.999931 
5.780000 1.500000 2.250000 0.999966 1.999932 
5.790000 1.500000 2.250000 0.999967 1.999934 
5.800000 1.500000 2.250000 0.999967 1.999935 
5.810000 1.500000 2.250000 0.999968 1.999936 
5.820000 1.500000 2.250000 0.999969 1.999937 
5.830000 1.500000 2.250000 0.999969 1.999939 
5.840000 1.500000 2.250000 0.999970 1.999940 
5.850000 1.500000 2.250000 0.999971 1.999941 
5.860000 1.500000 2.250000 0.999971 1.999942 
5.870000 1.500000 2.250000 0.999972 1.999943 
5.880000 1.500000 2.250000 0.999972 1.999944 
5.890000 1.500000 2.250000 0.999973 1.999946 
5.900000 1.500000 2.250000 0.999973 1.999947 
5.910000 1.500000 2.250000 0.999974 1.999948 
5.920000 1.500000 2.250000 0.999974 1.999949 
5.930000 1.500000 2.250000 0.999975 1.999950 
5.940000 1.500000 2.250000 0.999975 1.999951 
5.950000 1.500000 2.250000 0.999976 1.999952 
5.960000 1.500000 2.250000 0.999976 1.999953 
5.970000 1.500000 2.250000 0.999977 1.999954 
5.980000 1.500000 2.250000 0.999977 1.999955 
5.990000 1.500000 2.250000 0.999978 1.999955 
6.000000 1.500000 2.250000 0.999978 1.999956 
